node	function
skp	2,2.3,2.3.4
slmA	5,5.1
slp	5,5.5,5.5.3
slt	1,1.2,1.2.3
slyA	2,2.2,2.2.2
slyA	3,3.1,3.1.2,3.1.2.2
slyA	3,3.3,3.3.1
slyA	5,5.6,5.6.3
slyD	2,2.3,2.3.4
smpB	2,2.3,2.3.6
sodA	5,5.6,5.6.2
sodB	5,5.6,5.6.2
sodC	5,5.6,5.6.2
sohB	1,1.2,1.2.3
sokB	3,3.1,3.1.3,3.1.3.6
sokC	3,3.1,3.1.3,3.1.3.6
sokX	2,2.2
solA	1
soxR	2,2.2,2.2.2
soxR	3,3.1,3.1.2,3.1.2.2
soxR	3,3.1,3.1.2,3.1.2.3
soxR	3,3.3,3.3.1
soxR	5,5.5,5.5.6
soxR	5,5.6,5.6.2
soxS	2,2.2,2.2.2
soxS	3,3.1,3.1.2,3.1.2.2
soxS	3,3.1,3.1.2,3.1.2.3
soxS	3,3.3,3.3.2
soxS	5,5.5,5.5.6
soxS	5,5.6,5.6.2
speA	1,1.7,1.7.14
speB	1,1.7,1.7.14
speC	1,1.7,1.7.14
speD	1,1.7,1.7.14
speE	1,1.7,1.7.14
speF	1,1.1,1.1.3
speG	1,1.7,1.7.14
spf	2,2.2,2.2.7
spf	2,2.3,2.3.2
spf	3,3.1,3.1.3,3.1.3.1
spf	3,3.1,3.1.3,3.1.3.6
spoT	1,1.7,1.7.33
spoT	3,3.1,3.1.3,3.1.3.4
spoT	5,5.5,5.5.3
sppA	1,1.2,1.2.3
sppA	2,2.3,2.3.6
spy	2,2.3,2.3.4
spy	5,5.6
sra	2,2.3,2.3.2
sra	2,2.3,2.3.8
sra	6,6.6
sraA	2,2.2
sraB	2,2.2
sraG	2,2.2
srkA	2,2.3,2.3.3
srkA	3,3.1,3.1.3,3.1.3.2
srkA	5,5.5,5.5.6
srlA	1,1.1,1.1.1
srlA	4,4.4,4.4.A
srlB	1,1.1,1.1.1
srlB	4,4.4,4.4.A
srlD	1,1.1,1.1.1
srlE	1,1.1,1.1.1
srlE	4,4.4,4.4.A
srlR	1,1.1,1.1.1
srlR	2,2.2,2.2.2
srlR	3,3.1,3.1.2,3.1.2.3
srlR	3,3.3,3.3.1
srmB	6,6.6
sroA	2,2.2
sroC	2,2.2
sroE	2,2.2
sroH	2,2.2
ssb	2,2.1,2.1.3
ssb	5,5.8
sseA	1,1.8,1.8.2
sseA	5,5.6
sseB	1,1.8,1.8.2
sspA	2,2.2,2.2.2
sspA	3,3.1,3.1.2
sspA	3,3.3,3.3.3
sspA	5,5.5,5.5.3
sspB	5,5.5,5.5.3
ssrA	2,2.2,2.2.4
ssrA	2,2.3,2.3.2
ssrA	2,2.3,2.3.6
ssrA	3,3.1,3.1.3
ssrA	5,5.6,5.6.4
ssrA	6,6.6
ssrS	3,3.1,3.1.2
sstT	1,1.5,1.5.1,1.5.1.11
sstT	1,1.5,1.5.1,1.5.1.8
sstT	4,4.2,4.2.A
sstT	6,6.1
ssuA	1,1.8,1.8.1
ssuA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
ssuB	1,1.8,1.8.2
ssuB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
ssuC	1,1.8,1.8.1
ssuC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ssuC	6,6.1
ssuD	1,1.8,1.8.2
ssuE	1,1.8,1.8.2
ssuE	5,5.5,5.5.3
stfE	8,8.1
stfR	8,8.1
sthA	1,1.7,1.7.10
stpA	2,2.2
stpA	2,2.3,2.3.7
stpA	3,3.1,3.1.4
sucA	1,1.3,1.3.4
sucB	1,1.3,1.3.4
sucC	1,1.3,1.3.4
sucD	1,1.3,1.3.4
sufA	1,1.7,1.7.19
sufA	1,1.8,1.8.2
sufB	1,1.7,1.7.19
sufB	1,1.8,1.8.2
sufC	1,1.7,1.7.19
sufC	1,1.8,1.8.2
sufD	1,1.7,1.7.19
sufD	1,1.8,1.8.2
sufE	1,1.7,1.7.19
sufE	1,1.8,1.8.2
sufE	3,3.1,3.1.3,3.1.3.3
sufS	1,1.8,1.8.2
suhB	3,3.1,3.1.3
sulA	3,3.1,3.1.3
sulA	5,5.1
sulA	5,5.8
surA	2,2.3,2.3.4
sutR	3,3.1,3.1.2
sxy	3,3.1,3.1.2,3.1.2.2
symE	2,2.2,2.2.4
symE	5,5.8
symR	2,2.2,2.2.7
symR	2,2.3,2.3.2
tabA	5,5.5
tadA	2,2.2,2.2.3
tag	2,2.1,2.1.4
talA	1,1.7,1.7.3
talB	1,1.7,1.7.3
tam	1,1.7,1.7.1
tam	5,5.6,5.6.2
tamA	4,4.9.A
tamB	4,4.9.A
tap	3,3.1,3.1.3,3.1.3.3
tap	5,5.3
tap	6,6.1
tar	3,3.1,3.1.3,3.1.3.3
tar	5,5.3
tar	6,6.1
tatA	4,4.2
tatA	6,6.1
tatB	4,4.2
tatB	6,6.1
tatC	4,4.2
tatC	6,6.1
tatD	2,2.1,2.1.5
tatD	2,2.3,2.3.6
tatE	4,4.2
tatE	6,6.1
tauA	1,1.1,1.1.4
tauA	1,1.8,1.8.2
tauA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
tauB	1,1.1,1.1.4
tauB	1,1.8,1.8.2
tauB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
tauC	1,1.1,1.1.4
tauC	1,1.8,1.8.2
tauC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
tauC	6,6.1
tauD	1,1.1,1.1.4
tauD	1,1.8,1.8.2
tcdA	2,2.2,2.2.3
tcyJ	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
tcyL	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
tcyL	6,6.1
tcyN	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
tcyP	4,4.2,4.2.A
tdcA	1,1.1,1.1.3
tdcA	2,2.2,2.2.2
tdcA	3,3.1,3.1.2,3.1.2.2
tdcA	3,3.3,3.3.1
tdcB	1,1.1,1.1.3
tdcB	1,1.7,1.7.30
tdcC	1,1.5,1.5.1,1.5.1.8
tdcC	4,4.2,4.2.A
tdcC	6,6.1
tdcD	1,1.7,1.7.30
tdcE	1,1.1,1.1.3
tdcE	1,1.3,1.3.5
tdcE	1,1.7,1.7.30
tdcG	1,1.1,1.1.3
tdcR	1,1.1,1.1.3
tdcR	2,2.2,2.2.2
tdcR	3,3.1,3.1.2,3.1.2.2
tdcR	3,3.3,3.3.1
tdh	1,1.1,1.1.3
tdh	1,1.7,1.7.30
tdk	1,1.7,1.7.33
tehA	4,4.2,4.2.A
tehA	5,5.6,5.6.4
tehA	6,6.1
tehB	5,5.6,5.6.4
tesB	1
tfaD	8,8.1
tfaE	8,8.1
tfaP	8,8.1
tfaQ	8,8.1
tfaR	8,8.1
tfaX	8,8.1
tff	9
tgt	2,2.2,2.2.3
thiB	1,1.5,1.5.3,1.5.3.8
thiB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
thiC	1,1.5,1.5.3,1.5.3.8
thiD	1,1.5,1.5.3,1.5.3.8
thiE	1,1.5,1.5.3,1.5.3.8
thiF	1,1.5,1.5.3,1.5.3.8
thiG	1,1.5,1.5.3,1.5.3.8
thiH	1,1.5,1.5.3,1.5.3.8
thiI	1,1.5,1.5.3,1.5.3.8
thiI	2,2.2,2.2.3
thiK	1,1.5,1.5.3,1.5.3.8
thiL	1,1.5,1.5.3,1.5.3.8
thiM	1,1.5,1.5.3,1.5.3.8
thiP	1,1.5,1.5.3,1.5.3.8
thiP	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
thiP	6,6.1
thiQ	1,1.5,1.5.3,1.5.3.8
thiQ	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
thiS	1,1.5,1.5.3,1.5.3.8
thpR	2,2.2
thrA	1,1.5,1.5.1,1.5.1.21
thrA	1,1.5,1.5.1,1.5.1.7
thrB	1,1.5,1.5.1,1.5.1.8
thrC	1,1.5,1.5.1,1.5.1.8
thrL	1,1.5,1.5.1,1.5.1.8
thrL	3
thrS	2,2.3,2.3.1
thrS	3,3.1,3.1.3,3.1.3.1
thrT	2,2.2,2.2.5
thrU	2,2.2,2.2.5
thrV	2,2.2,2.2.5
thrW	2,2.2,2.2.5
thyA	1,1.7,1.7.17
thyA	1,1.7,1.7.33
tig	2,2.3,2.3.4
tig	5,5.1
tilS	2,2.2,2.2.3
tilS	2,2.3,2.3.2
tisB	5,5.8
tktA	1,1.1,1.1.1
tktA	1,1.7,1.7.3
tktB	1,1.1,1.1.1
tktB	1,1.7,1.7.3
tldD	3,3.1,3.1.4
tmcA	2,2.2,2.2.3
tmk	1,1.7,1.7.33
tnaA	1,1.1,1.1.3
tnaB	1,1.5,1.5.1,1.5.1.15
tnaB	4,4.2,4.2.A
tnaB	6,6.1
tnaC	1,1.1,1.1.3
tolA	6,6.1
tolA	8,8.1
tolA	8,8.4
tolB	4,4.1,4.1.B
tolB	8,8.1
tolB	8,8.4
tolC	4,4.1,4.1.B
tolQ	6,6.1
tolQ	8,8.1
tolQ	8,8.4
tolR	6,6.1
tolR	8,8.1
tomB	5
tonB	1,1.4
tonB	4,4.2,4.2.C
tonB	5,5.5,5.5.7
tonB	6,6.1
topA	2,2.1,2.1.1
topA	2,2.2,2.2.2
topAI	3,3.1,3.1.3,3.1.3.3
topB	2,2.1,2.1.1
topB	2,2.2,2.2.2
torA	1,1.3,1.3.7
torA	1,1.4,1.4.2
torC	1,1.3,1.3.7
torC	1,1.4,1.4.2
torC	1,1.6,1.6.15,1.6.15.1
torC	3,3.3,3.3.1
torC	6,6.1
torD	2,2.3,2.3.4
torI	3,3.1,3.1.2
torI	8,8.1
torR	1,1.3,1.3.7
torR	2,2.2,2.2.2
torR	3,3.1,3.1.2,3.1.2.2
torR	3,3.1,3.1.2,3.1.2.3
torR	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
torR	3,3.3,3.3.1
torS	1,1.3,1.3.7
torS	2,2.3,2.3.3
torS	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
torS	3,3.1,3.1.3,3.1.3.2
torS	6,6.1
torT	1,1.3,1.3.7
torT	2,2.3,2.3.3
torT	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
torY	1,1.3,1.3.7
torY	1,1.4,1.4.3
torZ	1,1.3,1.3.7
torZ	1,1.4,1.4.3
tpiA	1,1.3,1.3.1
tpr	2,2.3,2.3.7
tpx	5,5.6,5.6.2
tqsA	4,4.9.B
treA	1,1.7,1.7.9
treA	5,5.5,5.5.1
treB	1,1.7,1.7.9
treB	4,4.4,4.4.A
treB	6,6.1
treC	1,1.1,1.1.1
treF	1,1.1,1.1.1
treR	1,1.7,1.7.9
treR	2,2.2,2.2.2
treR	3,3.1,3.1.2,3.1.2.3
treR	3,3.3,3.3.2
treR	5,5.5,5.5.1
trg	3,3.1,3.1.3,3.1.3.3
trg	5,5.3
trg	6,6.1
trkA	4,4.8.A
trkG	4,4.2,4.2.A
trkG	6,6.1
trkG	8,8.1
trkH	4,4.2,4.2.A
trkH	6,6.1
trmA	2,2.2,2.2.3
trmD	2,2.2,2.2.3
trmH	2,2.2,2.2.3
trmI	2,2.2,2.2.3
trmJ	2,2.2,2.2.3
trmL	2,2.2,2.2.3
trmO	2,2.2,2.2.3
trpA	1,1.5,1.5.1,1.5.1.15
trpB	1,1.5,1.5.1,1.5.1.15
trpC	1,1.5,1.5.1,1.5.1.15
trpD	1,1.5,1.5.1,1.5.1.15
trpE	1,1.5,1.5.1,1.5.1.15
trpL	1,1.5,1.5.1,1.5.1.15
trpR	1,1.5,1.5.1,1.5.1.15
trpR	2,2.2,2.2.2
trpR	3,3.1,3.1.2,3.1.2.3
trpR	3,3.3,3.3.1
trpS	2,2.3,2.3.1
trpT	2,2.2,2.2.5
truA	2,2.2,2.2.3
truB	2,2.2,2.2.3
truC	2,2.2,2.2.3
truD	2,2.2,2.2.3
trxA	1,1.6,1.6.15,1.6.15.2
trxB	1,1.7,1.7.1
trxC	1,1.6,1.6.15,1.6.15.2
tsaB	2,2.2,2.2.3
tsaB	2,2.3,2.3.6
tsaB	3,3.1,3.1.3,3.1.3.4
tsaC	2,2.2,2.2.3
tsaD	2,2.2,2.2.3
tsaE	2,2.2,2.2.3
tsf	2,2.3,2.3.2
tsgA	4,4.2,4.2.A
tsgA	6,6.1
tsr	3,3.1,3.1.3,3.1.3.3
tsr	5,5.3
tsr	6,6.1
tsx	1,1.7,1.7.33
tsx	4,4.1,4.1.B
tsx	8,8.1
tsx	8,8.4
ttcA	2,2.2,2.2.3
ttdA	1,1.3,1.3.5
ttdB	1,1.3,1.3.5
ttdR	2,2.2,2.2.2
ttdR	3,3.1,3.1.2,3.1.2.2
ttdR	3,3.1,3.1.2,3.1.2.3
ttdT	4,4.2,4.2.A
ttdT	6,6.1
tufA	2,2.3,2.3.2
tufA	5,5.5,5.5.1
tufB	2,2.3,2.3.2
tufB	5,5.5,5.5.1
tus	2,2.1,2.1.1
tusA	1,1.5,1.5.3,1.5.3.4
tusA	2,2.2,2.2.3
tusB	2,2.2,2.2.3
tusC	2,2.2,2.2.3
tusD	2,2.2,2.2.3
tusE	2,2.2,2.2.3
tynA	1,1.1,1.1.3
tynA	1,1.1,1.1.4
tynA	1,1.7,1.7.30
tyrA	1,1.5,1.5.1,1.5.1.13
tyrA	1,1.5,1.5.1,1.5.1.14
tyrB	1,1.5,1.5.1,1.5.1.13
tyrB	1,1.5,1.5.1,1.5.1.14
tyrB	1,1.5,1.5.1,1.5.1.19
tyrP	1,1.5,1.5.1,1.5.1.14
tyrP	4,4.2,4.2.A
tyrP	6,6.1
tyrR	2,2.2,2.2.2
tyrR	3,3.1,3.1.2,3.1.2.2
tyrR	3,3.1,3.1.2,3.1.2.3
tyrR	3,3.3,3.3.1
tyrS	2,2.3,2.3.1
tyrT	2,2.2,2.2.5
tyrU	2,2.2,2.2.5
tyrV	2,2.2,2.2.5
uacT	4,4.2,4.2.A
uacT	6,6.1
ubiA	1,1.3,1.3.6
ubiA	1,1.5,1.5.3,1.5.3.11
ubiA	6,6.1
ubiB	1,1.3,1.3.6
ubiB	1,1.5,1.5.3,1.5.3.11
ubiC	1,1.5,1.5.3,1.5.3.11
ubiD	1,1.5,1.5.3,1.5.3.11
ubiE	1,1.3,1.3.6
ubiE	1,1.3,1.3.7
ubiE	1,1.5,1.5.3,1.5.3.11
ubiF	1,1.5,1.5.3,1.5.3.11
ubiG	1,1.3,1.3.6
ubiG	1,1.5,1.5.3,1.5.3.11
ubiH	1,1.3,1.3.6
ubiH	1,1.5,1.5.3,1.5.3.11
ubiI	1,1.5,1.5.3,1.5.3.11
ubiJ	1,1.5,1.5.3,1.5.3.11
ubiK	1,1.5,1.5.3,1.5.3.11
ubiX	1,1.3,1.3.6
ubiX	1,1.5,1.5.3,1.5.3.11
ucpA	1,1.1,1.1.1
udk	1,1.7,1.7.33
udp	1,1.7,1.7.33
ugd	1,1.6,1.6.2
ugd	5,5.5,5.5.5
ugd	6,6.3
ugd	6,6.7
ugpA	1,1.8,1.8.1
ugpA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ugpA	6,6.1
ugpB	1,1.8,1.8.1
ugpB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
ugpC	1,1.8,1.8.1
ugpC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
ugpE	1,1.8,1.8.1
ugpE	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ugpE	6,6.1
ugpQ	1,1.7,1.7.6
uhpA	1,1.1,1.1.1
uhpA	2,2.2,2.2.2
uhpA	3,3.1,3.1.2,3.1.2.2
uhpA	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
uhpA	3,3.3,3.3.1
uhpB	1,1.1,1.1.1
uhpB	2,2.3,2.3.3
uhpB	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
uhpB	3,3.1,3.1.3,3.1.3.2
uhpB	6,6.1
uhpC	1,1.1,1.1.1
uhpC	6,6.1
uhpT	1,1.1,1.1.1
uhpT	4,4.2,4.2.A
uhpT	6,6.1
uidA	1,1.1,1.1.1
uidB	1,1.1,1.1.1
uidB	4,4.2,4.2.A
uidB	6,6.1
uidR	1,1.1,1.1.1
uidR	2,2.2,2.2.2
uidR	3,3.1,3.1.2,3.1.2.3
uidR	3,3.3,3.3.1
ulaA	4,4.4,4.4.A
ulaB	4,4.4,4.4.A
ulaC	4,4.4,4.4.A
ulaD	1,1.1,1.1.1
ulaE	1,1.7,1.7.1
ulaF	1,1.7,1.7.1
ulaG	1,1.1
ulaR	2,2.2,2.2.2
ulaR	3,3.1,3.1.2,3.1.2.3
umpG	5
umpH	1,1.5,1.5.2,1.5.2.4
umuC	2,2.1,2.1.1
umuC	2,2.1,2.1.4
umuC	5,5.8
umuD	2,2.1,2.1.1
umuD	2,2.1,2.1.4
umuD	2,2.2,2.2.2
umuD	5,5.8
ung	2,2.1,2.1.4
uof	3,3.1,3.1.3
upp	1,1.7,1.7.33
uppS	1,1.6,1.6.7
uraA	4,4.2,4.2.A
uraA	6,6.1
ushA	1,1.7,1.7.10
uspA	3,3.1,3.1.4
uspA	5,5.5
uspB	5,5.5
uspB	5,5.6,5.6.2
uspB	6,6.1
uspC	5,5.5
uspC	5,5.6,5.6.1
uspD	5,5.5
uspD	5,5.6,5.6.1
uspE	5,5.5
uspE	5,5.6,5.6.1
uspG	5,5.10
uspG	5,5.5
uspG	5,5.6
uup	8,8.1
uup	8,8.3
uvrA	2,2.1,2.1.4
uvrA	5,5.6,5.6.1
uvrA	5,5.8
uvrB	1,1.2,1.2.2
uvrB	2,2.1,2.1.4
uvrB	2,2.1,2.1.5
uvrB	5,5.6,5.6.1
uvrB	5,5.8
uvrC	1,1.2,1.2.2
uvrC	2,2.1,2.1.4
uvrC	2,2.1,2.1.5
uvrC	5,5.6,5.6.1
uvrD	2,2.1,2.1.1
uvrD	2,2.1,2.1.4
uvrD	5,5.8
uvrY	2,2.2,2.2.2
uvrY	3,3.1,3.1.2,3.1.2.2
uxaA	1,1.1,1.1.1
uxaB	1,1.1,1.1.1
uxaC	1,1.1,1.1.1
uxuA	1,1.1,1.1.1
uxuB	1,1.1,1.1.1
uxuR	1,1.1,1.1.1
uxuR	2,2.2,2.2.2
uxuR	3,3.1,3.1.2,3.1.2.3
uxuR	3,3.3,3.3.1
valS	2,2.3,2.3.1
valT	2,2.2,2.2.5
valU	2,2.2,2.2.5
valV	2,2.2,2.2.5
valW	2,2.2,2.2.5
valX	2,2.2,2.2.5
valY	2,2.2,2.2.5
valZ	2,2.2,2.2.5
viaA	3,3.1,3.1.3
vsr	2,2.1,2.1.4
waaA	1,1.6,1.6.3,1.6.3.2
waaA	1,1.6,1.6.3,1.6.3.3
waaA	1,1.6,1.6.5
waaA	6,6.3
waaA	6,6.7
waaB	6,6.3
waaC	1,1.6,1.6.3,1.6.3.2
waaC	6,6.3
waaF	1,1.6,1.6.3,1.6.3.2
waaF	6,6.3
waaG	1,1.6,1.6.3,1.6.3.2
waaG	6,6.3
waaH	5,5.5,5.5.6
waaH	6,6.1
waaJ	6,6.3
waaL	6,6.1
waaL	6,6.3
waaO	6,6.3
waaP	1,1.6,1.6.3,1.6.3.2
waaP	6,6.3
waaQ	1,1.6,1.6.3,1.6.3.2
waaQ	6,6.3
waaS	1,1.6,1.6.3,1.6.3.2
waaS	6,6.3
waaU	1,1.6,1.6.3,1.6.3.2
waaU	6,6.3
waaY	1,1.6,1.6.3,1.6.3.2
waaY	6,6.3
waaZ	1,1.6,1.6.3,1.6.3.2
waaZ	6,6.3
wbbH	1,1.6,1.6.3,1.6.3.1
wbbH	6,6.3
wbbI	1,1.6,1.6.3,1.6.3.1
wcaA	1,1.6,1.6.2
wcaB	1,1.6,1.6.2
wcaC	1,1.6,1.6.2
wcaD	1,1.6,1.6.2
wcaE	1,1.6,1.6.2
wcaF	1,1.6,1.6.2
wcaI	1,1.6,1.6.2
wcaJ	1,1.6,1.6.2
wcaK	1,1.6,1.6.2
wcaL	1,1.6,1.6.2
wcaM	1,1.6,1.6.2
wecB	1,1.6,1.6.4
wecB	6,6.3
wecC	1,1.6,1.6.4
wecC	6,6.3
wecE	1,1.6,1.6.4
wecE	6,6.3
wecF	1,1.6,1.6.4
wecF	6,6.3
wecH	6,6.3
wza	1,1.6,1.6.2
wza	4,4.9.B
wzb	1,1.6,1.6.2
wzc	1,1.6,1.6.2
wzc	2,2.3,2.3.3
wzxC	4,4.9.A
wzxC	6,6.1
wzxE	1,1.6,1.6.4
wzxE	4
wzxE	6,6.1
wzyE	1,1.6,1.6.4
wzyE	6,6.1
wzyE	6,6.3
wzzB	1,1.6,1.6.3,1.6.3.1
wzzB	3,3.1,3.1.3,3.1.3.2
wzzB	6,6.3
wzzE	1,1.6,1.6.4
wzzE	3,3.1,3.1.4
wzzE	6,6.1
wzzE	6,6.3
xanP	4,4.2,4.2.A
xanP	6,6.1
xanQ	4,4.2,4.2.A
xanQ	6,6.1
xapA	1,1.7,1.7.33
xapB	1,1.1,1.1.1
xapB	4,4.2,4.2.A
xapB	6,6.1
xapR	2,2.2,2.2.2
xapR	3,3.1,3.1.2,3.1.2.2
xapR	3,3.3,3.3.1
xdhA	1,1.5,1.5.2
xdhB	1,1.5,1.5.2
xdhC	1,1.5,1.5.2
xdhD	1,1.5,1.5.2
xerC	2,2.1,2.1.3
xerC	5,5.1
xerD	2,2.1,2.1.3
xisE	8,8.1
xisR	8,8.1
xseA	1,1.2,1.2.2
xseA	2,2.1,2.1.5
xseB	1,1.2,1.2.2
xseB	2,2.1,2.1.4
xseB	2,2.1,2.1.5
xthA	1,1.2,1.2.2
xthA	2,2.1,2.1.5
xthA	5,5.6,5.6.1
xylA	1,1.1,1.1.1
xylB	1,1.1,1.1.1
xylE	1,1.1,1.1.1
xylE	4,4.2,4.2.A
xylE	6,6.1
xylF	1,1.1,1.1.1
xylF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
xylG	1,1.1,1.1.1
xylG	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
xylH	1,1.1,1.1.1
xylH	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
xylH	6,6.1
xylR	1,1.1,1.1.1
xylR	2,2.2,2.2.2
xylR	3,3.1,3.1.2,3.1.2.2
xylR	3,3.3,3.3.1
xynR	2,2.2,2.2.2
xynR	3,3.1,3.1.2,3.1.2.3
xynR	8,8.1
yaaA	5,5.5,5.5.6
yaaJ	4,4.2,4.2.A
yaaJ	6,6.1
yaaU	4,4.2,4.2.A
yaaU	6,6.1
yacG	3,3.1,3.1.3,3.1.3.3
yacH	6,6.1
yadC	6,6.5
yadG	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
yadH	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
yadH	6,6.1
yadI	4,4.4,4.4.A
yadK	6,6.5
yadM	6,6.5
yadN	6,6.5
yadV	2,2.3,2.3.4
yafC	2,2.2,2.2.2
yafC	3,3.1,3.1.2,3.1.2.2
yafC	3,3.1,3.1.2,3.1.2.3
yafN	3,3.1,3.1.3,3.1.3.3
yafO	3,3.1,3.1.3,3.1.3.1
yafO	5,5.6,5.6.3
yafQ	5,5.6,5.6.3
yafW	5,5.6,5.6.3
yafW	8,8.1
yafX	8,8.1
yafZ	8,8.1
yagA	8,8.1
yagB	8,8.1
yagE	8,8.1
yagF	1,1.1,1.1.1
yagF	8,8.1
yagG	4,4.2,4.2.A
yagH	1,1.1,1.1.1
yagH	8,8.1
yagJ	8,8.1
yagK	8,8.1
yagL	8,8.1
yagM	8,8.1
yagN	8,8.1
yagP	3,3.1,3.1.2
yagU	5,5.5,5.5.4
yahB	2,2.2,2.2.2
yahB	3,3.1,3.1.2,3.1.2.2
yahB	3,3.1,3.1.2,3.1.2.3
yahD	5,5.6,5.6.1
yahI	1,1.5,1.5.1,1.5.1.3
yahI	1,1.5,1.5.2,1.5.2.2
yahN	4
yaiP	1,1.6,1.6.9
yaiW	2,2.2,2.2.2
yaiW	3,3.1,3.1.2
yaiW	6,6.1
yajC	4,4.3,4.3.A,4.3.A.5
yajC	6,6.1
yajL	2,2.3,2.3.4
yajL	5,5.5,5.5.6
yajO	1,1.5,1.5.3
yajR	4,4.2,4.2.A
yajR	5,5.6,5.6.4
yajR	6,6.1
ybaB	5,5.5
ybaK	2,2.3,2.3.1
ybaL	4,4.2,4.2.A
ybaL	6,6.1
ybaM	5,5.5
ybaQ	2,2.2,2.2.2
ybaQ	3,3.1,3.1.2
ybaT	1,1.1,1.1.3
ybaT	4,4.2,4.2.A
ybaT	6,6.1
ybaY	1,1.6,1.6.10
ybbA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
ybbP	4,4.3,4.3.A,4.3.A.1
ybbW	4,4.2,4.2.A
ybbW	6,6.1
ybbY	4,4.9.B
ybcF	1,1.8
ybcJ	2,2.2
ybcK	8,8.1
ybcL	3,3.1,3.1.3,3.1.3.3
ybcL	8,8.1
ybcM	8,8.1
ybcN	2,2.1,2.1.4
ybcN	8,8.1
ybcO	8,8.1
ybcQ	8,8.1
ybcV	8,8.1
ybcW	8,8.1
ybdG	4,4.1
ybdG	5,5.5,5.5.6
ybdG	6,6.1
ybdK	1
ybdO	2,2.2,2.2.2
ybdO	3,3.1,3.1.2
ybdZ	5,5.5,5.5.7
ybeF	2,2.2,2.2.2
ybeF	3,3.1,3.1.2,3.1.2.2
ybeF	3,3.1,3.1.2,3.1.2.3
ybeX	6,6.1
ybeY	2,2.3,2.3.2
ybfE	5,5.8
ybfL	8,8.3
ybgD	6,6.5
ybgP	2,2.3,2.3.4
ybhA	1,1.7
ybhA	1,1.7,1.7.27
ybhB	3,3.1,3.1.3,3.1.3.3
ybhD	2,2.2,2.2.2
ybhD	3,3.1,3.1.2
ybhF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
ybhG	4
ybhI	4,4.2,4.2.A
ybhI	6,6.1
ybhM	6,6.1
ybhP	2,2.1,2.1.5
ybhR	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ybhR	6,6.1
ybhS	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ybhS	6,6.1
ybiA	5,5.6,5.6.2
ybiO	4,4.1
ybiO	5,5.5,5.5.1
ybiR	4,4.3,4.3.A,4.3.A.4
ybiT	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
ybiY	1,1.3,1.3.7
ybiY	2,2.3,2.3.3
ybiY	3,3.1,3.1.3,3.1.3.3
ybjG	1,1.6,1.6.7
ybjG	5,5.6,5.6.4
ybjG	6,6.1
ybjI	1,1.5,1.5.3,1.5.3.9
ybjJ	4,4.9.B
ybjL	4,4.9.B
ybjN	5,5.5
ycaC	1
ycaD	4,4.2,4.2.A
ycaD	6,6.1
ycaK	1
ycaL	1,1.2,1.2.3
ycaM	4,4.2,4.2.A
ycaM	6,6.1
ycaN	2,2.2,2.2.2
ycaN	3,3.1,3.1.2,3.1.2.2
ycaN	3,3.1,3.1.2,3.1.2.3
ycaO	2,2.3,2.3.3
ycbF	2,2.3,2.3.4
ycbU	6,6.5
ycbV	6,6.5
ycbX	5,5.6,5.6.2
ycbZ	2,2.3,2.3.6
yccA	2,2.3,2.3.6
yccA	4,4.9.B
yccA	6,6.1
ycdY	2,2.3,2.3.4
yceF	1
yceJ	1,1.6,1.6.15,1.6.15.1
yceO	5,5.5,5.5.4
ycfK	8,8.1
ycfT	4,4.9.B
ycgR	3
ycgR	5,5.3
ychF	5,5.5,5.5.6
ychH	5,5.5,5.5.6
yciC	6,6.1
yciH	2,2.3,2.3.2
yciT	2,2.2,2.2.2
yciT	3,3.1,3.1.2,3.1.2.3
yciV	1,1.2,1.2.1
